"","STATE__","BGN_DATE","BGN_TIME","TIME_ZONE","COUNTY","COUNTYNAME","STATE","EVTYPE","BGN_RANGE","BGN_AZI","BGN_LOCATI","END_DATE","END_TIME","COUNTY_END","COUNTYENDN","END_RANGE","END_AZI","END_LOCATI","LENGTH","WIDTH","F","MAG","FATALITIES","INJURIES","PROPDMG","PROPDMGEXP","CROPDMG","CROPDMGEXP","WFO","STATEOFFIC","ZONENAMES","LATITUDE","LONGITUDE","LATITUDE_E","LONGITUDE_","REMARKS","REFNUM"
"483225",56,"4/30/2002 0:00:00","07:56:00 PM","MST",15,"GOSHEN","WY","HAIL",7,"N","TORRINGTON","4/30/2002 0:00:00","08:00:00 PM",0,NA,7,"N","TORRINGTON",0,0,NA,75,0,0,0,"",0,"","CYS","WYOMING, Southeast","",4210,10411,4210,10411,"",483175
"38370",18,"10/16/1988 0:00:00","1623","EST",39,"ELKHART","IN","TORNADO",0,"","","","",0,NA,0,"","",6,40,2,0,0,0,2.5,"M",0,"","","","",4128,8600,4133,8556,"",38370
"587479",36,"7/26/2005 0:00:00","06:49:00 PM","EST",75,"OSWEGO","NY","TSTM WIND",0,"","WEST MONROE","7/26/2005 0:00:00","06:49:00 PM",0,NA,0,"","WEST MONROE",0,0,NA,50,0,0,15,"K",0,"","BUF","NEW YORK, West","",4317,7604,4317,7604,"Severe thunderstorms developed ahead of an approaching cold front. The thunderstorms produced measured winds gusting to near 60 mph which downed trees and power lines. Trees reportedly fell on houses in Avon, Gowanda and Naples. Fallen trees also damaged automobiles in Arcade, Lily Dale, Salamanca and Honeoye Falls. At Alfred State College in Allegany county, an estimated $100,000 damage occurred as the storms destroyed a dugout and storage shed, damaged athletic fields and other college properties. On Chautauqua Lake, a marina suffered substantial damage to its seawall and dockside refueling area. Also on the lake, several boats broke loose from their moorings. Utility companies reported that at the peak of the storm nearly 30,000 customers were without power.  A 14-year old girl was critically injured at the Chautauqua Institution when a 4-foot diameter trees was felled by the thunderstorm winds and crushed her. A 50-year old man was injured by lightning in Webster. Lightning struck a tree and traveled through the electrical wiring in his home. Lightning also damaged the chimney of the Stanley Fire Department in Ontario county. Structure fires, reportedly started by lightning, occurred in Medina, Clarendon, Ridgeway and Shelby.",587469
"90973",30,"7/29/1961 0:00:00","1700","CST",1,"BEAVERHEAD","MT","TSTM WIND",0,"","","","",0,NA,0,"","",0,0,NA,50,0,0,0,"",0,"","","","",4517,11230,0,0,"",90973
"512368",40,"8/1/2003 0:00:00","05:42:00 PM","CST",143,"TULSA","OK","TSTM WIND",0,"","TULSA","8/1/2003 0:00:00","05:42:00 PM",0,NA,0,"","TULSA",0,0,NA,61,0,0,50,"K",0,"","TSA","OKLAHOMA, Eastern","",3609,9557,3609,9557,"Thunderstorm winds estimated at 70 miles an hour blew down numerous large trees, tree limbs and power lines mainly across the southern part of the city of Tulsa.  Some cars were damaged by the debris and up to 38,000 customers lost power.
",512348
"513222",42,"7/7/2003 0:00:00","06:00:00 PM","EST",59,"GREENE","PA","TSTM WIND",0,"","RICES LNDG","7/7/2003 0:00:00","06:00:00 PM",0,NA,0,"","RICES LNDG",0,0,NA,50,0,0,1,"K",0,"","PBZ","PENNSYLVANIA, West","",3957,8000,3957,8000,"Trees down.
",513162
"801953",8,"4/1/2010 0:00:00","06:00:00 AM","MST",8,"COZ008","CO","WINTER WEATHER",0,"","","4/1/2010 0:00:00","06:00:00 PM",0,NA,0,"","",0,0,NA,0,0,0,0,"K",0,"K","GJT","COLORADO, West","CENTRAL COLORADO RIVER BASIN - CENTRAL COLORADO RIVER BASIN",0,0,0,0,"EPISODE NARRATIVE: A strong winter storm system moved into the Great Basin Region pulling a strong cold front with it. The front stalled over northeast Utah, where it produced heavy snowfall over the eastern Utah mountains. The front then pushed through western Colorado spreading heavy snow over the Colorado mountains and higher valleys across northwest Colorado. This event began in March, so please see the March 2010 Storm Data Publication for additional information.EVENT NARRATIVE: Snowfall of 3 inches occurred across most of the area. Locally higher amounts up to 6 inches were reported 3 miles east of New Castle. Extensive blowing and drifting snow was caused by frequent wind gusts up to 40 mph.",801922
"59690",21,"7/5/1987 0:00:00","1805","CST",53,"CLINTON","KY","TSTM WIND",0,"","","","",0,NA,0,"","",0,0,NA,0,0,0,0,"",0,"","SDF","","",3641,8508,0,0,"",59690
"588984",38,"6/19/2005 0:00:00","05:27:00 AM","CST",67,"PEMBINA","ND","TSTM WIND",2,"S","MOUNTAIN","6/19/2005 0:00:00","05:27:00 AM",0,NA,2,"S","MOUNTAIN",0,0,NA,65,0,0,0,"",0,"","FGF","NORTH DAKOTA, East","",4839,9751,4839,9751,"Large tree branches were blown down.
",588964
"26797",13,"10/11/1990 0:00:00","1830","CST",49,"CHARLTON","GA","TSTM WIND",0,"","","","",0,NA,0,"","",0,0,NA,0,0,0,0,"",0,"","SAV","","",3050,8201,0,0,"",26797
"52634",20,"6/13/1983 0:00:00","1447","CST",95,"KINGMAN","KS","HAIL",0,"","","","",0,NA,0,"","",0,0,NA,175,0,0,0,"",0,"","AT","","",3739,9826,0,0,"",52634
"806690",51,"5/23/2010 0:00:00","12:55:00 PM","EST",9,"AMHERST","VA","HAIL",1,"ESE","CLIFFORD","5/23/2010 0:00:00","12:55:00 PM",0,NA,0,"","",0,0,NA,1,0,0,0,"K",0,"K","RNK","VIRGINIA, Southwest","                                                                                                                                                                                                        ",3738,7900,0,0,"EPISODE NARRATIVE: Scattered thunderstorms developed during the early afternoon hours across portions of Virginia. A couple of these managed to produce some hail ranging from penny to half dollar size.EVENT NARRATIVE: Hail, up to the size of a penny, fell on Fletchers Level Road. Damage values are estimated.",806640
"846544",48,"3/26/2011 0:00:00","09:10:00 PM","CST",171,"GILLESPIE","TX","HAIL",1,"N","MORRIS RANCH","3/26/2011 0:00:00","09:10:00 PM",0,NA,0,"","",0,0,NA,1,0,0,0,"K",0,"K","EWX","TEXAS, South Central","                                                                                                                                                                                                        ",3013,9900,0,0,"EPISODE NARRATIVE: A dry line and cold front moved across South Central Texas encountering a boundary layer moistened by southeasterly winds. This combination caused scattered thunderstorms some of which produced large hail.EVENT NARRATIVE: A thunderstorm produced quarter size hail on Tivydale Road which broke the observer's rain gauge.",846474
"395105",28,"8/31/2000 0:00:00","02:36:00 PM","CST",113,"PIKE","MS","TSTM WIND",0,"","MAGNOLIA","8/31/2000 0:00:00","02:36:00 PM",0,NA,0,"","MAGNOLIA",0,0,NA,0,0,0,0.5,"K",0,"","LIX","MISSISSIPPI, South","",3109,9028,3109,9028,"Several trees were knocked down.
",395041
"660712",21,"7/15/2007 0:00:00","12:59:00 PM","EST",117,"KENTON","KY","HAIL",0,"N","INDEPENDENCE","7/15/2007 0:00:00","13:03:00 PM",0,NA,0,"","",0,0,NA,88,0,0,1,"K",0,"K","ILN","KENTUCKY, Northern","                                                                                                                                                                                                        ",3855,8431,0,0,"EPISODE NARRATIVE: Severe thunderstorms developed over northern Kentucky ahead of a cold front during the afternoon.",660903
"852423",47,"4/26/2011 0:00:00","05:19:00 PM","CST",157,"SHELBY","TN","HAIL",1,"NE","ARLINGTON MUNI ARPT","4/26/2011 0:00:00","05:28:00 PM",0,NA,0,"","",0,0,NA,2,0,0,0,"K",0,"K","MEG","TENNESSEE, West","                                                                                                                                                                                                        ",3518,8939,0,0,"EPISODE NARRATIVE: A stationary front remained draped across Southern Missouri into Western Kentucky from April 24th, 2011 into April 25th, 2011. A very warm and unstable atmosphere was in place across the Mid-South ahead of the front. A low pressure system developed along the front and interacted with the unstable environment which helped produce several rounds of severe storms into the evening of April 26th, 2011. As a result of the severe storms, the front sank south during the early morning hours of April 27th, 2011 as a secondary low pressure system developed along the front. As a result, another round of severe storms fired during the afternoon hours ahead of the low pressure center. Additional severe storms fired along the trailing cold front. Tornadoes, large hail, damaging winds, flash flooding occurred as a result of the severe storms.  Heavy rain from the continuous rounds of severe weather eventually resulted in record river flooding on a number of rivers in the region.EVENT NARRATIVE: Penny to golf ball size hail fell in Arlington.",852364
"242649",48,"4/10/1995 0:00:00","1908","CST",459,"UPSHUR","TX","FLASH FLOODING",0,"","Gilmer","","",0,NA,0,"","",0,0,NA,0,0,0,0,"",0,"","","","",0,0,0,0,"Water was over the road near the Chamberlain Propance Company, and numerous Farm-to-Market roads in the area were flooded. ",242570
"595169",47,"4/22/2005 0:00:00","05:34:00 PM","CST",185,"WHITE","TN","HAIL",0,"","DOYLE","4/22/2005 0:00:00","05:34:00 PM",0,NA,0,"","DOYLE",0,0,NA,175,0,0,0,"",0,"","OHX","TENNESSEE, Central","",3551,8530,3551,8530,"Golf ball size hail reported.
",595117
"87709",29,"3/18/1982 0:00:00","2333","CST",105,"LACLEDE","MO","HAIL",0,"","","","",0,NA,0,"","",0,0,NA,175,0,0,0,"",0,"","ATA","","",3741,9240,0,0,"",87709
"343514",48,"7/4/1998 0:00:00","02:00:00 PM","CST",31,"BLANCO","TX","FLASH FLOOD",0,"","WEST PORTION","7/4/1998 0:00:00","03:00:00 PM",0,NA,0,"","WEST PORTION",0,0,NA,0,0,0,3,"K",0,"","EWX","TEXAS, South Central","",0,0,0,0,"Additional rainfall of up to 2 inches in western Blanco County and western Comal County caused a brief redevelopment of flash flooding over numerous low water crossings. ",343482
"722981",34,"3/8/2008 0:00:00","19:17:00 PM","EST",4,"NJZ004","NJ","HIGH WIND",0,"","","3/8/2008 0:00:00","19:17:00 PM",0,NA,0,"","",0,0,NA,65,0,0,0,"K",0,"K","OKX","NEW JERSEY, Northeast","EASTERN PASSAIC - EASTERN PASSAIC",0,0,0,0,"EVENT NARRATIVE: The roof of a church on Orange Ave in Clifton partially collapsed. EPISODE NARRATIVE: A powerful low tracked across the Tri-State on the 8th, producing damaging winds across Northeast New Jersey.",722917
"879411",8,"6/30/2011 0:00:00","02:55:00 PM","MST",75,"LOGAN","CO","THUNDERSTORM WIND",7,"N","WILLARD","6/30/2011 0:00:00","02:55:00 PM",0,NA,0,"","",0,0,NA,54,0,0,0,"K",0,"K","BOU","COLORADO, Central and Northeast","                                                                                                                                                                                                        ",4039,10330,0,0,"EPISODE NARRATIVE: Severe thunderstorms produced intense straight-line winds in Granby, causing extensive  damage.  Town officials in Granby estimated at least 30 trees were knocked down from the storm, just within the city limits.  At least two roofs were separated from the buildings themselves. The damage to the high school alone was estimated to be at least $200,000.  Debris from the wind blew out vehicle windows. Power was knocked out temporarily in several areas throughout Grand County.  A hiker near Grand Lake was injured when a falling tree hit struck her and injured her ankle.  Very strong thunderstorm winds were also observed across portions of the Urban Corridor and Northeast Plains of Colorado.  An intense microburst wind destroyed a ferris wheel in Merino and caused one minor injury.  A lightning strike destroyed a home in north Denver.EVENT NARRATIVE: ",879361
"560449",51,"8/1/2004 0:00:00","05:10:00 PM","EST",125,"NELSON","VA","FLASH FLOOD",0,"","LOVINGSTON","8/1/2004 0:00:00","09:10:00 PM",0,NA,0,"","LOVINGSTON",0,0,NA,0,0,0,0,"",0,"","LWX","VIRGINIA, North","",0,0,0,0,"Streets closed due to standing water.
",560419
"802162",56,"5/26/2010 0:00:00","03:20:00 PM","MST",21,"LARAMIE","WY","HAIL",17,"N","CHEYENNE","5/26/2010 0:00:00","03:23:00 PM",0,NA,0,"","",0,0,NA,2,0,0,0,"K",0,"K","CYS","WYOMING, Southeast","                                                                                                                                                                                                        ",4122,10449,0,0,"EPISODE NARRATIVE: As ridge of high pressure moved eastward over the central plains, the circulation of the high pressure pushed moist air into southeast Wyoming.  With a mostly clear sky the surface was able to warm during the afternoon.  The surface heating in conjunction with the moist air created an unstable environment.  Severe thunderstorms primarily producing large hail and tornadoes were possible during the afternoon.EVENT NARRATIVE: ",802142
"353697",13,"6/29/1999 0:00:00","08:35:00 PM","EST",77,"COWETA","GA","HAIL",0,"","NEWNAN","6/29/1999 0:00:00","08:40:00 PM",0,NA,0,"","SHARPSBURG",0,0,NA,75,0,0,0,"",0,"","FFC","GEORGIA, North and Central","",3322,8448,3320,8439,"There were 2 public reports of dime size hail.
",353697
"822679",29,"7/20/2010 0:00:00","01:40:00 PM","CST",45,"CLARK","MO","FLOOD",10,"WNW","ANSON","7/22/2010 0:00:00","04:00:00 AM",0,NA,4,"WNW","ANSON",0,0,NA,0,0,0,250,"K",0,"K","DVN","MISSOURI, Northeast","                                                                                                                                                                                                        ",4036,9157,4036,9150,"EPISODE NARRATIVE: Heavy rains during the third week of July resulted in the Des Moines River at Wayland going above the moderate flood stage level of 18 feet around 240 pm CDT July 20. It crested around 19.4 feet around 7 am CDT July 21.  It fell below the moderate flood stage level around 5 am July 22.EVENT NARRATIVE: ",824117
"429548",27,"7/30/2001 0:00:00","10:56:00 AM","CST",5,"BECKER","MN","TSTM WIND",2,"S","DETROIT LAKES","7/30/2001 0:00:00","10:56:00 AM",0,NA,2,"S","DETROIT LAKES",0,0,NA,0,0,0,50,"K",0,"","FGF","MINNESOTA, Northwest","",4647,9550,4647,9550,"Strong winds hit the Soo Pass Ranch, which was preparing for its country music festival.  Three travel trailers were flipped over, one completely wrecked.  Signs, fence posts, and a booth were damaged.  One tree fell on a large camper.  Two boats were flipper over.
",429516
"164451",48,"10/1/1986 0:00:00","1703","CST",169,"GARZA","TX","HAIL",0,"","","","",0,NA,0,"","",0,0,NA,94,0,0,0,"",0,"","LBB","","",3321,10133,0,0,"",164451
"341109",47,"6/6/1998 0:00:00","03:35:00 PM","CST",2,"TNZ002","TN","FLOOD",0,"","","6/8/1998 0:00:00","09:00:00 PM",0,NA,0,"","",0,0,NA,0,0,0,20,"K",97,"K","MEG","TENNESSEE, West","OBION - OBION",0,0,0,0,"Two levees broke on the Obion River  producing flooding. In the town of Rives,  two mobile homes were badly damaged and twelve other homes suffered minor damage.  Over 500 acres of crops were lost to the flood waters.
",341057
